customer_id,purchase_date,product,price_usd,rating,age_group,gender,region,purchase_channel,review,year,month,month_name,revenue,rating_label
CUST1488,2024-11-28,Beats Studio Buds+,169.99,4,18-24,Male,Asia Pacific,Third-Party Retailer,Best purchase I've made this year. Bass is deep and clear.,2024,11,November,169.99,Positive
CUST1489,2024-08-23,Beats Studio Buds+,169.99,4,55+,Female,Asia Pacific,In-Store,Seamless connection with my iPhone. Switching devices is effortless.,2024,8,August,169.99,Positive
CUST1490,2023-10-19,Powerbeats Pro,249.99,5,18-24,Female,North America,In-Store,Best purchase I've made this year. Bass is deep and clear.,2023,10,October,249.99,Positive
CUST1491,2023-08-15,Beats Studio Buds+,169.99,5,25-34,Non-Binary,Europe,Apple Store,Battery life is outstanding. Wore them all day with no issues.,2023,8,August,169.99,Positive
CUST1492,2024-11-29,Beats Flex,49.99,4,18-24,Female,Europe,In-Store,Absolutely love these headphones! The sound quality is incredible.,2024,11,November,49.99,Positive
CUST1493,2023-09-16,Beats Studio Buds+,169.99,5,55+,Female,Asia Pacific,Third-Party Retailer,Battery life is outstanding. Wore them all day with no issues.,2023,9,September,169.99,Positive
CUST1494,2023-09-16,Beats Solo 4,199.99,5,25-34,Female,Asia Pacific,Third-Party Retailer,Seamless connection with my iPhone. Switching devices is effortless.,2023,9,September,199.99,Positive
CUST1495,2024-11-09,Beats Studio Buds+,169.99,2,35-44,Non-Binary,Middle East,Apple Store,Customer support was unhelpful when I had a problem with my order.,2024,11,November,169.99,Negative
CUST1496,2023-03-07,Powerbeats Pro,249.99,5,35-44,Female,Asia Pacific,Apple Store,Seamless connection with my iPhone. Switching devices is effortless.,2023,3,March,249.99,Positive
CUST1497,2023-07-12,Powerbeats Pro,249.99,5,25-34,Non-Binary,Europe,Online,The fit is perfect and they're super comfortable for long sessions.,2023,7,July,249.99,Positive
CUST1498,2024-11-28,Beats Studio Buds+,169.99,4,25-34,Non-Binary,North America,Third-Party Retailer,Incredible sound stage. Music feels alive with these on.,2024,11,November,169.99,Positive
CUST1499,2024-02-19,Powerbeats Pro,249.99,3,45-54,Non-Binary,North America,In-Store,Good for everyday use. Not the best for professional audio work.,2024,2,February,249.99,Neutral
